Body;Body_new;Tag
Phòng sạch sẽ, trang trí đẹp, view đẹp, phòng rộng hơn giá phòng vẫn tốt so với năm mở cửa. Giá này bao gồm bồn tắm. Phòng tắm khô và ướt được tách biệt. Tầng trên có quán bar và hồ bơi 360°. Đi từ sân bay đến trước cổng trường học. Có thể gọi xe trở lại từ trường học hoặc nơi lưu trú. Mọi thứ đều tiện lợi. Gần nhà hàng, quán cà phê, chợ đêm, trung tâm mua sắm, biển và cửa hàng tiện lợi. Nhược điểm nhỏ là khăn tắm có một số khăn cũ hỗn hợp vào một số ngày (nghỉ 4 đêm).;Phòng sạch sẽ, trang trí đẹp, view đẹp, phòng rộng hơn giá phòng vẫn tốt so với năm mở cửa. Giá này bao gồm bồn tắm. Phòng tắm khô và ướt được tách biệt. Tầng trên có quán bar và hồ bơi 360°. Đi từ sân bay đến trước cổng trường học.;Positive
Gia đình tôi có dịp đặt trên ks này nó tiện ích nhiều , xung quanh nó hàng quán nhiều ko cần đi xa , du lịch ở đây thoái mái , phong view biển rất đẹp , lần sau tới nữa , check in lâu là vì lúc đó 2h ai cũng check chứ qua khing giờ đó hết lâu rùi nhanh cấp kỳ;Gia đình tôi có dịp đặt trên ks này nó tiện ích nhiều , xung quanh nó hàng quán nhiều ko cần đi xa , du lịch ở đây thoái mái , phong view biển rất đẹp , lần sau tới nữa , check in lâu là vì lúc đó 2h ai cũng check chứ qua khing giờ đó hết;Positive
Phòng rộng, đẹp, tiện nghi, nhân viên nhiệt tình, cần dọn lại ga giường sau 1 tiếng là có mặt và sẵn sàng dọn hết cẩn thận, chờ thang máy mất ít phút, không quá mất kiên nhẫn, thuê xe quầy kế không phải trả thêm phí giữ xe nhưng xe hơi cũ.;Phòng rộng, đẹp, tiện nghi, nhân viên nhiệt tình, cần dọn lại ga giường sau 1 tiếng là có mặt và sẵn sàng dọn hết cẩn thận, chờ thang máy mất ít phút, không quá mất kiên nhẫn, thuê xe quầy kế không phải trả thêm phí giữ xe nhưng xe hơi cũ.;Positive
Phù hợp với du lịch cặp đôi, ở tầng cao đêm nhìn xuống thành phố chill lắm. Sạch sẽ, đầy đủ tiện nghi. Lần sau nhất định trở lại.;Phù hợp với du lịch cặp đôi, ở tầng cao đêm nhìn xuống thành phố chill lắm. Sạch sẽ, đầy đủ tiện nghi. Lần sau nhất định trở lại.;Positive
Khách sạn ở vị trí gần biển thuận tiện đi lại ,vui chơi ăn uống.admin khách sạn đã liên hệ với khách từ hôm trước để xác nhận giờ nhận phòng nhưng thực tế sau khi nhận chìa khóa lên phòng thì phòng vẫn chưa được dọn dẹp, mặc dù quy định khách trước đã check out muộn nhất là 12:00.cả đoàn đứng ngoài hành lang đợi 30 phút để nhân viên dọn dẹp,vào phòng nước lau sàn còn ướt sũng .hôm checks out đợi đúng 1 tiếng chưa xong thủ tục ,khách phải yêu cầu làm thủ tục nhanh để còn kịp chuyến đi thì được trả lại tiền cọc và thông báo sẽ liên lạc qua điện thoại nếu có phát sinh.cuối tuần và ngày lễ nên có thể khách đông nhưng khách sạn chủ động nắm được số lượng khách ,khâu nhân sự và kết nối giữa các bộ phận chưa ổn;Khách sạn ở vị trí gần biển thuận tiện đi lại ,vui chơi ăn uống.;Positive
Bãi biển của Alma resort là một bãi biển đẹp của Khánh Hoà với độ dốc vừa phải, cát mịn, sóng đẹp, phù hợp cho các kỳ nghỉ dưỡng mùa hè. Đặc biệt những villa sát biển có thể ngắm biển rất đẹp. Dịch vụ của Alma phục vụ mọi nhu cầu của du khách trong thời gian lưu trú. Dịch vụ ăn uống tại Alma rất tốt, đặc biệt là tại khu nhà hàng Atlantis, thực đơn khá phong phú, giá cả hải sản phải chăng, sạch sẽ so với dịch vụ ăn uống tại các nhà hàng bên ngoài như nhà hàng ở khu Bãi Dài, Cầu mới. Tuy nhiên, bãi biển Alma đóng cửa hơi sớm (6h chiều) nên nếu khách hàng có nhu cầu tắm biển buổi chiều thì có khá ít thời gian vì khoảng 4h30 mới đỡ nắng. Mong muốn Alma sẽ mở cửa bãi biến đến 6h30 pm. Nếu có dịp tôi chắc chắn sẽ quay lại Alma;Bãi biển của Alma resort là một bãi biển đẹp của Khánh Hoà với độ dốc vừa phải, cát mịn, sóng đẹp, phù hợp cho các kỳ nghỉ dưỡng mùa hè. Đặc biệt những villa sát biển có thể ngắm biển rất đẹp. Dịch vụ của Alma phục vụ mọi nhu cầu của du khách trong thời gian lưu trú.;Positive
Mình đặt được phòng với giá ưu đãi Nhìn chung tất cả mọi thứ từ phòng ốc, nhân viên đều ok... - Đồ ăn: + Bữa sáng đồ ăn khá đa dạng (nhưng hôm mình đi thì phòng ăn bật đhoa hơi rét 🥲) + Bữa trưa: có thể ăn ở Foodcourt với đồ nhật, việt, mỹ, hàn. Có quầy bánh mì + nước. Tuy nhiễn mỗi quầy thì các món k quá đa dạng và chất lượng không quá outstanding, nhìn chung dễ ăn + Bữa tối: mình đi đợt chỉ có 2 nhà hàng mở là La Casa đồ Ý và nhà hàng Hải Sản. Mình đi liền 2 đêm ăn La Casa. Tất cả mọi thứ đều Outstanding. Từ steak, salad, đồ chiên, pizza, dessert... Điểm trừ duy nhất là món mì Ý mình gọi 2 loại sợi, cả 2 đều cảm giác chưa chín kĩ - hỏi nvien thì nvien báo đây là kiểu nấu Ý :) then... okay anw vs kiểu vnam ăn quen các sợi mềm thì mình ăn k đc :< btw nhà hàng có bác chơi Piano mấy tối trong tuần hay phết 🙌 - Dịch vụ trải nghiệm: đợt mình đi thì các hoạt động trên biển kiểu thuyền kayak hay cano lướt ván nhảy dù đều không phục vụ... dù là dịp nghỉ lễ 2/9 cao điểm - trong khi đó lại là hoạt động mình háo hức đc trải nghiệm nhất. còn lại công viên nước, rạp phim, youth/kid club, thể thao ngoài trời, spa... đều có - Biển: bãi biển private cực sạch và đẹp. Nhân viên túc trực ở bãi liên tục + các dịch vụ beach club hay cho thuê phao. - Bể bơi: có rất nhiều bể bơi từ to đến nhỏ. Vài bể lớn có pool bar vừa bơi vừa order siêu tiện. Đồ uống ngon, đồ ăn ltinh cũng ngon luôn. Ở bể 7-8 có thể phục vụ khăn tắm trc 8h thì tốt vì mng đi bơi sớm đông mà. 6-7h đã đông đen ở bể í - Giá cả: Nhà hàng Ý mình đi 2 người cả 2 bữa đều chỉ loanh quanh 1tr-1tr2 1 bữa. Tính ra mỗi người 600k (chưa VAT). Nghỉ lễ đã charge thêm 15% phí dịch vụ. Với chất lượng đồ ăn tốt + không gian đẹp + service ổn thì giá này quá hời Nước dao động 210k (cocktail) - 600k(chai vang): so với HN => quá rẻ Foodcourt đồ ăn loanh quanh 2-300k không nhiều. Toàn bộ khách lưu trú đều đc discount 10% giá ăn uống nha Điểm giật mình duy nhất là lon pepsi đc charge 70k 🥹🥹 god~ seriously? - Nhân viên: vui vẻ thân thiện;Mình đặt được phòng với giá ưu đãi Nhìn chung tất cả mọi thứ từ phòng ốc, nhân viên đều ok... - Đồ ăn: + Bữa sáng đồ ăn khá đa dạng (nhưng hôm mình đi thì phòng ăn bật đhoa hơi rét 🥲) + Bữa trưa: có thể ăn ở Foodcourt với đồ nhật, việt, mỹ, hàn.;Positive
Nhà mình rất enjoy khi ở resort này. Phòng khu building rất ổn, thiết kế dạng căn hộ nên rộng rãi, bếp đầy đủ dụng cụ, ban công view siêu đẹp. Bãi biển sạch sẽ, lài rất an toàn. Ăn sáng ngon, hợp khẩu vị. Nhân viên thân thiện. Khu vui chơi trẻ em sạch sẽ, rộng rãi. Có điều resort rộng quá nên đi ra biển hơi xa nếu ở khu building.;Nhà mình rất enjoy khi ở resort này. Phòng khu building rất ổn, thiết kế dạng căn hộ nên rộng rãi, bếp đầy đủ dụng cụ, ban công view siêu đẹp. Bãi biển sạch sẽ, lài rất an toàn. Ăn sáng ngon, hợp khẩu vị. Nhân viên thân thiện. Khu vui chơi trẻ em sạch sẽ, rộng rãi.;Positive
Mình đã chọn Alma Resort cho kỳ nghỉ của gia đình và rất hài lòng. Resort rất gần sân bay và đáp ứng tất cả các nhu cầu của bạn mà không cần phải ra ngoài. Resort này tạo cho gia đình mình cảm giác thoải mái, bãi biển đẹp, đồ ăn trong nhà hàng khá ổn và quan trọng hơn hết nhân viên ở đây rất chuyên nghiệp, dễ thương và nhiệt tình, luôn quan tâm chăm sóc khách hàng. Ngoài ra resort còn có cả khu vui chơi water park, bé nhà mình rất thích chơi ở đây. Nếu bạn còn phân vân không biết nên ở đâu thì Alma Resort là nơi đáng để bạn trải nghiệm. Cảm ơn các bạn nhân viên rất nhiều.;Mình đã chọn Alma Resort cho kỳ nghỉ của gia đình và rất hài lòng. Resort rất gần sân bay và đáp ứng tất cả các nhu cầu của bạn mà không cần phải ra ngoài.;Positive
Phòng siêu rộng, có bếp, bồn tắm, phòng khách vs sofa rộng, 2 phòng vệ sinh, nhiều sân chơi cho trẻ em, biển sạch, thích nhất là có phòng trưng bày khoa học và công viên nước, tuy nhiên phòng thanh thiếu niên không thấy trò lái xe lái máy bay 3d gì đó như hình quảng cáo (chỉ còn máy chiếu phim 3d, nên bổ sung thêm máy chơi vì hơi ít máy), buffet sáng và food court bữa trưa tạm ổn nhưng hơi ít món, xe điện khá ít nên nếu di chuyển xa phải chờ khá lâu, phòng cinema thì đa số phim cho người lớn chứ list phim ít phim hoạt hình cho trẻ em.;Phòng siêu rộng, có bếp, bồn tắm, phòng khách vs sofa rộng, 2 phòng vệ sinh, nhiều sân chơi cho trẻ em, biển sạch, thích nhất là có phòng trưng bày khoa học và công viên nước, tuy nhiên phòng thanh thiếu niên không thấy trò lái xe lái máy bay 3d gì đó như hình quảng cáo (chỉ còn;Positive
nhân viên thân thiện, trang thiet bi mới, phòng ở thoải mái, tiện nghi, sach se, bo tri hop ly, an sang ok. hài lòng với kỳ nghỉ của tôi, sẽ quay lại Alma resort.;nhân viên thân thiện, trang thiet bi mới, phòng ở thoải mái, tiện nghi, sach se, bo tri hop ly, an sang ok. hài lòng với kỳ nghỉ của tôi, sẽ quay lại Alma resort.;Positive
Nơi này nhiều nười nước ngoài đến relax, nếu thích sự riêng tư thì đây là sự lựa chọn quá thích hợp;Nơi này nhiều nười nước ngoài đến relax, nếu thích sự riêng tư thì đây là sự lựa chọn quá thích hợp;Positive
Tổng quan chung là tốt. Hơn 10 cái bể bơi, quá thích. Nên có nhiều lựa chọn ăn uống hơn vì xa trung tâm.;Tổng quan chung là tốt. Hơn 10 cái bể bơi, quá thích. Nên có nhiều lựa chọn ăn uống hơn vì xa trung tâm.;Positive
Pros: -Diện tích quần thể rộng, phòng ốc rộng rãi, thoáng mát -Rất nhiều bể bơi, phòng gym tốt và rộng -3 nhà hàng và 1 food court, phong phú về đồ ăn và giá thành chấp nhận được -Có 1 siêu thị nhỏ để mua thực phẩm -Công viên nước (tạo sóng nhân tạo, sông lười, cầu trượt) rất phù hợp trẻ nhỏ Cons: -Nhân viên có thiên hướng sính ngoại hơn người Việt (ăn sáng La casa buffet vào nhà hàng thấy có biển Reserved tại bàn, khi đặt bàn gọi điện thì ok, nhưng khi đến nơi thì nói là không được đặt bàn) -Cũng là nhà hàng La Casa, có đưa ra luật không được mặc áo 2 dây, hở rốn, hoặc quần áo bơi vào nhà hàng (cái này hoàn toàn ok), tuy nhiên người nước ngoài mặc như vậy vào thì không thấy nói gì, người Việt vào thì bị mời ra -Nhà tắm bị tràn nước lênh láng ra ngoài khu đứng bồn rửa tay nếu đứng tắm lâu 1 lúc Về tổng thể thì tôi hoàn toàn hài lòng và đây là lần thứ 2 trong vòng 4 tháng tôi ở tại đây. Lần 1 là ở khu cao tầng, lần này là ở Villa hướng biển. Tôi chắc chắn vẫn sẽ quay lại, nhưng có lẽ nên tới đây dịp không phải nghỉ lễ tết cho đỡ đông, dịch vụ sẽ tốt hơn;Pros: -Diện tích quần thể rộng, phòng ốc rộng rãi, thoáng mát -Rất nhiều bể bơi, phòng gym tốt và rộng -3 nhà hàng và 1 food court, phong phú về đồ ăn và giá thành chấp nhận được -Có 1 siêu thị nhỏ để mua thực phẩm -Công viên nước (tạo sóng nhân tạo, sông lười, cầu trượt) rất;Positive
Alma là khu nghĩ dưỡng tốt. Gia đình ở lần này là lần thứ 3. Với dịch vụ tiện ích đầy đủ. Đội ngũ nhân viên ân cần hòa nhã, năng động. Hy vọng có dịp Gia đình sẽ lưu trú lâu hơn và sẽ giới thiệu Bạn bè nghĩ dưỡng tại Alma;Alma là khu nghĩ dưỡng tốt. Gia đình ở lần này là lần thứ 3. Với dịch vụ tiện ích đầy đủ. Đội ngũ nhân viên ân cần hòa nhã, năng động. Hy vọng có dịp Gia đình sẽ lưu trú lâu hơn và sẽ giới thiệu Bạn bè nghĩ dưỡng tại Alma;Positive
Đây là lần thứ 2 gđ mình đến Alma Khu nghỉ dưỡng rất đẹp, nv chuyên nghiệp và phòng ở tuyệt vời Mình rất thích ban công của phòng, rộng và view biển tuyệt đẹp Gđ mình gồm 10 người, đặt 3 phòng riêng và đc Alma hỗ trợ thành 1 apartment 3 phòng ngủ đẹp vô cùng Ko có gì để chê và mình sẽ tiếp tục chọn Alma cho những kì nghỉ sắp tới;Đây là lần thứ 2 gđ mình đến Alma Khu nghỉ dưỡng rất đẹp, nv chuyên nghiệp và phòng ở tuyệt vời Mình rất thích ban công của phòng, rộng và view biển tuyệt đẹp Gđ mình gồm 10 người, đặt 3 phòng riêng và đc Alma hỗ trợ thành 1 apartment 3 phòng ngủ đẹp vô cùng Ko có;Positive
Phòng ốc rộng, đủ tiện nghi, có welcome fruit/ nước miễn phí trong mini bar (bia, nước ngọt, snack). Nhiều hoạt động vui chơi giải trí cho cả gia đình từ trẻ em đến người lớn. Nhà hàng đa dạng, thức ăn ngon. Điểm trừ trong chuyến đi này của gia đình mình là dịch vụ check in/ check out quá chậm (dù số khách/ số lượng nhân viên không quá tải). Gia đình mình đợi gần 1 tiếng để chờ 2 khách phía trước xong thủ tục, riêng quy trình C/I của nhà mình mất hơn 20 phút. Thái độ của bạn guest relation thực hiện C/I rất tử tế và nhẹ nhàng nhưng quy trình có vẻ như cần phải được xem lại. C/O tệ hơn khi mình xếp hàng chờ hơn 30p cho chỉ 1 khách phía trước, trong khi ở counter bên cạnh đã hoàn tất C/O cho 4 lượt khách. Mình được báo trả các loại bill trong thời gian lưu trú mà không có bất kỳ giấy tờ gì. Số tiền không lớn và để tránh trễ chuyến bay mình đã trả nhưng cảm thấy khó chấp nhận với dịch vụ 5 sao. Thật sự đây là điểm Alma cần cải thiện để trải nghiệm của khách thật sự hoàn hảo.;Phòng ốc rộng, đủ tiện nghi, có welcome fruit/ nước miễn phí trong mini bar (bia, nước ngọt, snack). Nhiều hoạt động vui chơi giải trí cho cả gia đình từ trẻ em đến người lớn. Nhà hàng đa dạng, thức ăn ngon.;Positive
Về tổng quan, tôi rất hài lòng về cơ sở vật chất và ẩm thực tại Resort. Nhà tôi đi gia đình 4 người chọn được phòng ở rất tốt, rộng rãi (2 phòng ngủ, 114m2), các tiện ích tuyệt vời. Điểm tốt: -Nhiểu lựa chọn để ăn uống -Nhiều tiện ích thân thiện cho gia đình -Tất cả các phòng đều hướng biển Có 1 số điểm nếu các bạn cải thiện được thì sẽ hoàn hảo: -Nhân viên không được thân thiện lắm 1. Ví dụ như phòng chơi trẻ em, với người nước ngoài thì không yêu cầu điền thông tin, với người Việt Nam thì yêu cầu điền, trẻ em vào chơi, không support chơi cùng hoặc trông nom như các Resort khác (yếu tố thân thiện) mà đứng ở quầy lễ tân và không làm gì cả. 2. Tại phòng Youth cũng không quán xuyến tất cả, chỉ đứng ở lễ tân. Máy móc nhiều máy bị hỏng và xuống cấp 3. Công viên nước, ít nhân viên, không rõ có đảm bảo an toàn cho trẻ con hay không vì nhiều góc khuất, lỡ có tai nạn thì không có người nhìn thấy;Về tổng quan, tôi rất hài lòng về cơ sở vật chất và ẩm thực tại Resort. Nhà tôi đi gia đình 4 người chọn được phòng ở rất tốt, rộng rãi (2 phòng ngủ, 114m2), các tiện ích tuyệt vời.;Positive
Giá phòng đắt hơn so với resort khác nhưng chất lượng kém, đặc biệt nhân viên không thân thiện, không cười và chào khách, thậm chí là trơ mắt lên nhìn khách, thời điểm mình ở có nhiều khách Hàn, và nhân viên có vẻ chăm sóc khách nước ngoài hơn và lơ là khách Việt. Check in và check out rất lâu, đón xe điện cũng lâu, nhân viên điều tiết xe ngay sảnh chậm chạp, và xin nhắc lại là ko hề chào khách! Công viên nước cũ, nước bẩn. Nhà hàng nhà hàng Ý giá quá đắt, không xứng với giá tiền! nhà hàng court food ít món và cũng đắt. Mart tính tiền thủ công, phải nhập mã số từng món hàng vào máy tính bảng, ko có máy quét mã số, làm khách hàng phải đợi rất rất lâu, tốn thời gian. Dầu gội sữa tắm để trong tube nhỏ mang đến cảm giác tạm bợ, không phải sự chỉn chu của ks 5 sao! Nói chung là vừa đến nơi đã cảm thấy bực bội. Từ lúc vừa bước chân đến cho đến lúc rời đi, không hề cảm thấy thoải mái và hài lòng, dù phòng mình đặt là phòng suite. Sẽ không bao giờ quay lại!;Giá phòng đắt hơn so với resort khác nhưng chất lượng kém, đặc biệt nhân viên không thân thiện, không cười và chào khách, thậm chí là trơ mắt lên nhìn khách, thời điểm mình ở có nhiều khách Hàn, và nhân viên có vẻ chăm sóc khách nước ngoài hơn và lơ là khách Việt.;Negative
Tôi đã có kỳ nghỉ hơn cả mong đợi ở đây cùng với đại gia đình, nhân viên phục vụ nhiệt tình, nhẹ nhàng, chuyên nghiệp, chăm sóc khách hàng rất chu đáo. Gia đình tôi được ở trong căn phòng có view hướng biển rất đẹp. Tôi cảm giác mọi thứ ở đây đều được ban quản lý khách sạn chăm chút từng tí một, nếu có dịp nhất định gia đình tôi sẽ quay trở lại đây. Cảm ơn Alma Resort đã mang đến cho gia đình tôi kỳ nghỉ thật tuyệt vời.;Tôi đã có kỳ nghỉ hơn cả mong đợi ở đây cùng với đại gia đình, nhân viên phục vụ nhiệt tình, nhẹ nhàng, chuyên nghiệp, chăm sóc khách hàng rất chu đáo. Gia đình tôi được ở trong căn phòng có view hướng biển rất đẹp.;Positive
Địa điểm nghỉ dưỡng với các cơ sở và tiện ích tuyệt vời, staff thân thiện và luôn sẵn sàng giúp đỡ. Chỉ tiếc là hai hôm cuối của kỳ nghỉ có sự cố với hệ thống nên thanh toán và checkout rất mất thời gian.;Địa điểm nghỉ dưỡng với các cơ sở và tiện ích tuyệt vời, staff thân thiện và luôn sẵn sàng giúp đỡ. Chỉ tiếc là hai hôm cuối của kỳ nghỉ có sự cố với hệ thống nên thanh toán và checkout rất mất thời gian.;Neutral
Thích hợp nghỉ dưỡng, tuy nhiên nên có nhiều hoạt động vui chơi cho các bạn trẻ hơn;Thích hợp nghỉ dưỡng, tuy nhiên nên có nhiều hoạt động vui chơi cho các bạn trẻ hơn;Neutral
Lần đầu tiên mình đến với nha trang đến với resort 5 sao cho chất lượng dịch vụ ăn uống nhân viên nhiệt tình chu đáo phòng sạch sẽ ddayf đủ tiện nghi.recommend mọi người đến để trải nghiệm dịch vui resort 5 sao (778078632);Lần đầu tiên mình đến với nha trang đến với resort 5 sao cho chất lượng dịch vụ ăn uống nhân viên nhiệt tình chu đáo phòng sạch sẽ ddayf đủ tiện nghi.recommend mọi người đến để trải nghiệm dịch vui resort 5 sao (778078632);Positive
Mình đi vào lúc thời tiết lạnh. Nên nhiệt độ hồ bơi rất lạnh. Kg tắm được ạ. Nhưng tất cả đều rất ok. Mình sẽ quay lại vào mùa hè;Mình đi vào lúc thời tiết lạnh. Nên nhiệt độ hồ bơi rất lạnh. Kg tắm được ạ. Nhưng tất cả đều rất ok. Mình sẽ quay lại vào mùa hè;Positive
Resort là nguyên khu khép kín, có cả waterpark. Ăn sáng buffer hoặc chọn món, buffer hơi ít món nhưng quá đông.;Resort là nguyên khu khép kín, có cả waterpark. Ăn sáng buffer hoặc chọn món, buffer hơi ít món nhưng quá đông.;Positive
mọi thứ đều tuyệt. có cái chờ xe điện hơi lâu dù đã gọi trc.;mọi thứ đều tuyệt. có cái chờ xe điện hơi lâu dù đã gọi trc.;Neutral
Chỗ ở rất phù hợp cho gia đình, nhân viên kém thân thiện đặc biệt ở Kid Club và Hồ Bơi, mong Alma cải thiện để tốt hơn cho khách hàng.;Chỗ ở rất phù hợp cho gia đình, nhân viên kém thân thiện đặc biệt ở Kid Club và Hồ Bơi, mong Alma cải thiện để tốt hơn cho khách hàng.;Positive
Cảm ơn Alma đã cho tôi một kỉ niệm đẹp tại Cam Ranh, sẽ quay lại trong tương lai!;Cảm ơn Alma đã cho tôi một kỉ niệm đẹp tại Cam Ranh, sẽ quay lại trong tương lai!;Positive
Đáng tiền, sạch sẽ, riêng tư, nhiều chổ chơi cho người lớn & trẻ em .. gần sân bay;Đáng tiền, sạch sẽ, riêng tư, nhiều chổ chơi cho người lớn & trẻ em .. gần sân bay;Positive
Tôi có trải nghiệm rất tốt tại alma trong 3 ngày 2 đêm tại resort. Các bạn nv đã hỗ trợ tôi rất nhiều trong quá trình lưu trú, xin cảm ơn ❤️;Tôi có trải nghiệm rất tốt tại alma trong 3 ngày 2 đêm tại resort. Các bạn nv đã hỗ trợ tôi rất nhiều trong quá trình lưu trú, xin cảm ơn ❤️;Positive
Resort mới và đẹp, rất đáng để trải nghiệm cho kỳ nghĩ cùng với gia đình 👍;Resort mới và đẹp, rất đáng để trải nghiệm cho kỳ nghĩ cùng với gia đình 👍;Positive
lịch sự, sạch sẽ, nhân viên thân thiện, lễ phép ... rất xứng đáng để quay lại;lịch sự, sạch sẽ, nhân viên thân thiện, lễ phép ... rất xứng đáng để quay lại;Positive
Khách sạn phân biệt khách ở khách sạn và villa ăn sáng 2 nhà hàng khác nhau, không hề ghi chú khi đặt phòng. Phòng ốc còn mới, dịch vụ khá tốt với nhiều hoạt động. Vẫn muốn quay lại với gia đình.;Khách sạn phân biệt khách ở khách sạn và villa ăn sáng 2 nhà hàng khác nhau, không hề ghi chú khi đặt phòng. Phòng ốc còn mới, dịch vụ khá tốt với nhiều hoạt động. Vẫn muốn quay lại với gia đình.;Positive
Các anh chị nhân viên lễ tân vui vẻ nhiệt tình, các chị dọn phòng cũng thoải mái nữa, cái nết mình đi ra đường hơi trưa tầm 12h 13h tưởng sẽ k đc dọn, do mấy chị dọn phòng đi dọn phòng khác r. Ai dè lúc về thấy phọng gọn ơ. Phòng ngủ thì sạch sẽ, thơm, chỗ gửi xe cũng thoải mái, lun có nhân viên trực bấm chuông là có ng mở cửa chỗ để xe liền, cực thích điểm này. Có điều không được cách âm tí, tiếng động bên ngoài vẫn nghe. Mọi thứ điều oke, rất thích.;Các anh chị nhân viên lễ tân vui vẻ nhiệt tình, các chị dọn phòng cũng thoải mái nữa, cái nết mình đi ra đường hơi trưa tầm 12h 13h tưởng sẽ k đc dọn, do mấy chị dọn phòng đi dọn phòng khác r. Ai dè lúc về thấy phọng gọn ơ.;Positive
"Mình có chuyến công tác tại Nha Trang vào cuối tháng 10, đầu tháng 11, và sau đây là 1 số đánh giá cá nhân của mình về chất lượng dịch vụ tại Marilyn Boutique 1. Chăm sóc khách hàng Các bạn lễ tân siêu cấp dễ thương và nhiệt tình, hỗ trợ tận tình và chu đáo mỗi khi mình có câu hỏi hay thắc mắc gì về dịch vụ phòng; không hề có tình trạng phân biệt khách Việt hay khách ngoại quốc. Khi đến nơi đã là gần 5h, nhưng có sẵn nhân viên đợi và phụ xách hành lý lên giúp mình, nên 10đ cho phục vụ quá chu đáo. 2. Thiết kế phòng: Phòng mình ở cho 2 người (mẹ con mình) với 1 giường đôi to, cùng phòng tắm có vách ngăn. Thiết kế đồng thau lạ mắt, có ban công nho nhỏ vừa đủ để nhoài người ra (hướng ban công đường Ba Làng). Cách âm yên tĩnh, tiện đường đi vào từ thang máy. Phòng có cửa kính dày chống ồn, có 2 lớp màn để che, đảm bảo ko hắt nắng, chống chói bao tốt. Trưa 12h kéo rèm lại tối thui như ban đêm. Nội thất cơ bản đầy đủ, có sẵn nước và mì ly (nếu sử dụng thì phải trả phí), và tờ hướng dẫn về Nha Trang, gồm những nơi để thăm quan, dịch vụ thuê xe máy, ... . Vòi hoa sen và vòi rửa tay đều có nước nóng và lạnh có thể điều chỉnh nhiệt độ cho phù hợp. Có sẵn xà phòng rửa tay, dầu gội, dầu xả và sữa tắm (dầu gội mình dùng hơi bị khô tóc nên dạo sau mua ngoài). Lúc mình ở, thì nằm nệm có hơi bị lún quá, dẫn đến bị đau lưng (:( ), nhưng này chỉ là cá nhân mình bị thôi. Mẹ mình cũng nằm chung nhưng ko bị gì cả. Dịch vụ dọn phòng đều đặn, gồm đổ rác, thay drap giường, vỏ gối, hút bụi. Bạn dọn phòng cũng dễ thương vô cùng. 3. Vị trí Khá xa so với sân bay Cam Ranh, mất tầm 55p đi xe ô tô với tốc độ nhanh. Phòng mình hướng ra đường Ba Làng, khu vực yên tĩnh, thi thoảng có vài xe máy phóng nhanh qua thì hơi ồn thôi. Gần đường Ba Làng có chợ sáng (nên ra sớm vì sau 10h chợ tan, hết đồ ăn!), đi lên ngã 3 ĐBP có Bách Hóa Xanh, Con Cưng, Pharmacity, nhà thuốc Long Châu, ... khá là tiện lợi. Người dân yên tĩnh, 8h 9h tắt đèn đóng cửa rồi, không ồn ã như Sài Gòn. Khá gần biển, đi bộ chừng 1";Mình có chuyến công tác tại Nha Trang vào cuối tháng 10, đầu tháng 11, và sau đây là 1 số đánh giá cá nhân của mình về chất lượng dịch vụ tại Marilyn Boutique 1.;Positive
Lần đầu ghé Nha Trang ở đây rất ưng, không gian yên tĩnh, phòng decor ấm cúng, sạch sẽ, tiện nghi, decor phòng xinh, điểm trừ nhỏ xíu là hơi xa trung tâm nhưng ở khu này không gian yên tĩnh hợp gu mình, nhân viên nice, lần sau mình sẽ quay lại đây.;Lần đầu ghé Nha Trang ở đây rất ưng, không gian yên tĩnh, phòng decor ấm cúng, sạch sẽ, tiện nghi, decor phòng xinh, điểm trừ nhỏ xíu là hơi xa trung tâm nhưng ở khu này không gian yên tĩnh hợp gu mình, nhân viên nice, lần sau mình sẽ quay lại đây.;Positive
Phòng ốc gọn gàng, dịch vụ hiện có vừa đủ để sử dụng. Nhân viên thân thiện, có dọn phòng hằng ngày, mình chỉ bị vấn đề về nệm hơi lún, khó ngủ được chứ bạn mình vẫn ngủ bình thường, có dịp vẫn sẽ ghé;Phòng ốc gọn gàng, dịch vụ hiện có vừa đủ để sử dụng. Nhân viên thân thiện, có dọn phòng hằng ngày, mình chỉ bị vấn đề về nệm hơi lún, khó ngủ được chứ bạn mình vẫn ngủ bình thường, có dịp vẫn sẽ ghé;Positive
Chỗ ở rất đẹp, tiện nghi, các dịch vụ ksan cung cấp rất tốt, nhân viên nhiệt tình thân thiện. ksan nên cải tạo thêm về hệ thống điều hoà. Ks đã hỗ trợ đổi phòng nhanh chóng nhưng vẫn bị ồn;Chỗ ở rất đẹp, tiện nghi, các dịch vụ ksan cung cấp rất tốt, nhân viên nhiệt tình thân thiện. ksan nên cải tạo thêm về hệ thống điều hoà. Ks đã hỗ trợ đổi phòng nhanh chóng nhưng vẫn bị ồn;Positive
Khách sạn này thật tuyệt vời! Giá cả hợp lý, phù hợp với túi tiền. Nhân viên thân thiện, chuyên nghiệp và luôn sẵn sàng hỗ trợ. Phòng ốc sạch sẽ, tiện nghi, mang lại cảm giác thoải mái và hài lòng cho khách hàng.;Khách sạn này thật tuyệt vời! Giá cả hợp lý, phù hợp với túi tiền. Nhân viên thân thiện, chuyên nghiệp và luôn sẵn sàng hỗ trợ. Phòng ốc sạch sẽ, tiện nghi, mang lại cảm giác thoải mái và hài lòng cho khách hàng.;Positive
